Year,State,Sport,Boys School,Girls School,Boys Participation,Girls Participation
2018/2019,CT,Competitive Spirit* (Boys who cheer/Girls who cheer),41,152,168,2902
2018/2019,CT,Crew,0,0,0,0
2018/2019,CT,Cross Country,174,172,4038,2731
2018/2019,CT,Cycling,0,0,0,0
2018/2019,CT,Dance,0,0,0,0
2018/2019,CT,Dance/Drill,0,0,0,0
2018/2019,CT,"Dance Team, High Kick",0,0,0,0
2018/2019,CT,"Dance Team, Jazz",0,0,0,0
2018/2019,CT,Decathlon,0,0,0,0
2018/2019,CT,Drill Team,0,0,0,0
2018/2019,CT,Equestrian,0,0,0,0
2018/2019,CT,Fencing,0,0,0,0
2018/2019,CT,Field Hockey,0,80,0,3211
2018/2019,CT,Figure Skating,0,0,0,0
2018/2019,CT,Flag Football,0,0,0,0
2018/2019,CT,Football -- 11-Player,144,0,9017,42
2018/2019,CT,Football -- 6-player,0,0,0,0
2018/2019,CT,Football -- 8-player,0,0,0,0
2018/2019,CT,Football -- 9-player,0,0,0,0
2018/2019,CT,Golf,55,54,1589,713
2018/2019,CT,Gymnastics,0,54,0,458
2018/2019,CT,Heptathlon,0,0,0,0
2018/2019,CT,Ice Hockey,56,0,1471,21
2018/2019,CT,Judo,0,0,0,0
2018/2019,CT,Kayaking,0,0,0,0
2018/2019,CT,Lacrosse,99,94,4035,3904
2018/2019,CT,Martial Arts,0,0,0,0
2018/2019,CT,Mixed 6-Coed Volleyball,0,0,0,0
2018/2019,CT,Mt. Biking,0,0,0,0
2018/2019,CT,Native Youth Olympics,0,0,0,0
2018/2019,CT,Riflery,0,0,0,0
2018/2019,CT,Rock Climbing,0,0,0,0
2018/2019,CT,Rodeo,0,0,0,0
2018/2019,CT,Roller Hockey,0,0,0,0
2018/2019,CT,Rugby,0,0,0,0
2018/2019,CT,Rythmic Gymnastics,0,0,0,0
2018/2019,CT,Sailing,0,0,0,0
2018/2019,CT,Sand Volleyball,0,0,0,0
2018/2019,CT,Skiing -- Alpine,0,0,0,0
2018/2019,CT,Skiing -- Cross Country,0,0,0,0
2018/2019,CT,Snowboarding,0,0,0,0
2018/2019,CT,Soccer,177,164,7030,5661
2018/2019,CT,Softball -- Fast Pitch,0,179,0,3897
2018/2019,CT,Softball -- Slow Pitch,0,0,0,0
2018/2019,CT,Soft Tennis,0,0,0,0
2018/2019,CT,Squash,0,0,0,0
2018/2019,CT,Surfing,0,0,0,0
2018/2019,CT,Swimming & Diving,109,95,1872,2615
2018/2019,CT,Synchronized Swimming,0,0,0,0
2018/2019,CT,Team Tennis,0,0,0,0
2018/2019,CT,Tennis,132,141,2312,3316
2018/2019,CT,Track and Field -- Indoor,160,160,5095,4628
2018/2019,CT,Track and Field -- Outdoor,176,175,7749,6630
2018/2019,CT,Trap Shooting,0,0,0,0
2018/2019,CT,Ultimate Frisbee,0,0,0,0
2018/2019,CT,Unified Basketball,0,0,0,0
2018/2019,CT,Unified Flag Football,0,0,0,0
2018/2019,CT,Unified Track and Field -- Outdoor,0,0,0,0
2018/2019,CT,Volleyball,39,166,929,4968
2018/2019,CT,Water Polo,0,0,0,0
2018/2019,CT,Weight Lifting,0,0,0,0
2018/2019,CT,Wrestling,124,0,2307,131
2018/2019,DC,Adapted Basketball,0,0,0,0
2018/2019,DC,Adapted Bocce - Indoor,0,0,0,0
2018/2019,DC,Adapted Bowling,0,0,0,0
2018/2019,DC,Adapted Floor Hockey,0,0,0,0
2018/2019,DC,Adapted Football,0,0,0,0
2018/2019,DC,Adapted Soccer,0,0,0,0
2018/2019,DC,Adapted Softball,0,0,0,0
2018/2019,DC,Adapted Track,0,0,0,0
2018/2019,DC,Adapted Volleyball,0,0,0,0
2018/2019,DC,Adaptive Corn Toss,0,0,0,0
2018/2019,DC,Adaptive Golf,0,0,0,0
2018/2019,DC,Adaptive Handball,0,0,0,0
2018/2019,DC,Adaptive Strength Training,0,0,0,0
2018/2019,DC,Adaptive Tennis,0,0,0,0
2018/2019,DC,Air Riflery,0,0,0,0
2018/2019,DC,Archery,1,1,10,4
2018/2019,DC,Badminton,0,0,0,0
2018/2019,DC,Baseball,34,0,753,0
2018/2019,DC,Basketball,46,41,1164,666
2018/2019,DC,Bass Fishing,0,0,0,0
2018/2019,DC,Beach Volleyball,0,0,0,0
2018/2019,DC,Bocce - Outdoor,0,0,0,0
2018/2019,DC,Bowling,2,13,9,75
2018/2019,DC,Canoe Paddling,0,1,0,6
2018/2019,DC,Competitive Spirit* (Boys who cheer/Girls who cheer),0,13,0,229
2018/2019,DC,Crew,2,8,234,320
2018/2019,DC,Cross Country,33,30,505,438
2018/2019,DC,Cycling,1,1,7,17
2018/2019,DC,Dance,0,1,0,13
2018/2019,DC,Dance/Drill,0,0,0,0
2018/2019,DC,"Dance Team, High Kick",0,0,0,0
2018/2019,DC,"Dance Team, Jazz",0,0,0,0
2018/2019,DC,Decathlon,0,0,0,0
2018/2019,DC,Drill Team,0,0,0,0
2018/2019,DC,Equestrian,0,1,0,14
2018/2019,DC,Fencing,2,0,25,0
2018/2019,DC,Field Hockey,0,7,0,255
2018/2019,DC,Figure Skating,0,0,0,0
2018/2019,DC,Flag Football,1,16,16,221
2018/2019,DC,Football -- 11-Player,29,0,1456,0
2018/2019,DC,Football -- 6-player,0,0,0,0
2018/2019,DC,Football -- 8-player,1,0,12,0
2018/2019,DC,Football -- 9-player,0,0,0,0
2018/2019,DC,Golf,18,11,133,35
2018/2019,DC,Gymnastics,0,0,0,0
2018/2019,DC,Heptathlon,0,0,0,0
2018/2019,DC,Ice Hockey,4,2,142,89
2018/2019,DC,Judo,0,0,0,0
2018/2019,DC,Kayaking,0,0,0,0
2018/2019,DC,Lacrosse,12,9,429,301
2018/2019,DC,Martial Arts,1,1,4,4
2018/2019,DC,Mixed 6-Coed Volleyball,0,0,0,0
2018/2019,DC,Mt. Biking,0,0,0,0
2018/2019,DC,Native Youth Olympics,0,0,0,0
2018/2019,DC,Riflery,0,0,0,0
2018/2019,DC,Rock Climbing,3,3,42,24
2018/2019,DC,Rodeo,0,0,0,0
2018/2019,DC,Roller Hockey,0,0,0,0
2018/2019,DC,Rugby,2,0,250,0
2018/2019,DC,Rythmic Gymnastics,0,0,0,0
2018/2019,DC,Sailing,0,0,0,0
2018/2019,DC,Sand Volleyball,0,0,0,0
2018/2019,DC,Skiing -- Alpine,0,0,0,0
2018/2019,DC,Skiing -- Cross Country,1,1,30,27
2018/2019,DC,Snowboarding,5,5,133,43
2018/2019,DC,Soccer,30,31,910,700
2018/2019,DC,Softball -- Fast Pitch,0,21,0,349
2018/2019,DC,Softball -- Slow Pitch,0,0,0,0
2018/2019,DC,Soft Tennis,0,0,0,0
2018/2019,DC,Squash,3,3,33,45
2018/2019,DC,Surfing,0,0,0,0
2018/2019,DC,Swimming & Diving,18,18,269,267
2018/2019,DC,Synchronized Swimming,0,0,0,0
2018/2019,DC,Team Tennis,0,0,0,0
2018/2019,DC,Tennis,19,19,250,170
2018/2019,DC,Track and Field -- Indoor,29,30,489,392
2018/2019,DC,Track and Field -- Outdoor,41,34,708,516
2018/2019,DC,Trap Shooting,0,0,0,0
2018/2019,DC,Ultimate Frisbee,11,14,256,185
2018/2019,DC,Unified Basketball,0,0,0,0
2018/2019,DC,Unified Flag Football,0,0,0,0
2018/2019,DC,Unified Track and Field -- Outdoor,0,0,0,0
2018/2019,DC,Volleyball,0,36,0,676
2018/2019,DC,Water Polo,0,0,0,0
2018/2019,DC,Weight Lifting,3,0,40,0
2018/2019,DC,Wrestling,9,2,183,7
2018/2019,DE,Adapted Basketball,0,0,0,0
2018/2019,DE,Adapted Bocce - Indoor,0,0,0,0
2018/2019,DE,Adapted Bowling,0,0,0,0
2018/2019,DE,Adapted Floor Hockey,0,0,0,0
2018/2019,DE,Adapted Football,0,0,0,0
2018/2019,DE,Adapted Soccer,0,0,0,0
2018/2019,DE,Adapted Softball,0,0,0,0
2018/2019,DE,Adapted Track,0,0,0,0
2018/2019,DE,Adapted Volleyball,0,0,0,0
2018/2019,DE,Adaptive Corn Toss,0,0,0,0
2018/2019,DE,Adaptive Golf,0,0,0,0
2018/2019,DE,Adaptive Handball,0,0,0,0
2018/2019,DE,Adaptive Strength Training,0,0,0,0
2018/2019,DE,Adaptive Tennis,0,0,0,0
2018/2019,DE,Air Riflery,0,0,0,0
2018/2019,DE,Archery,0,0,0,0
2018/2019,DE,Badminton,0,0,0,0
2018/2019,DE,Baseball,50,0,1411,0
2018/2019,DE,Basketball,56,56,1604,1058
2018/2019,DE,Bass Fishing,0,0,0,0
2018/2019,DE,Beach Volleyball,0,0,0,0
2018/2019,DE,Bocce - Outdoor,0,0,0,0
2018/2019,DE,Bowling,1,1,9,2
2018/2019,DE,Canoe Paddling,0,0,0,0
2018/2019,DE,Competitive Spirit* (Boys who cheer/Girls who cheer),0,0,0,0
2018/2019,DE,Crew,3,5,92,137
2018/2019,DE,Cross Country,51,51,1060,775
2018/2019,DE,Cycling,0,0,0,0
2018/2019,DE,Dance,0,0,0,0
2018/2019,DE,Dance/Drill,0,0,0,0
2018/2019,DE,"Dance Team, High Kick",0,0,0,0
2018/2019,DE,"Dance Team, Jazz",0,0,0,0
2018/2019,DE,Decathlon,0,0,0,0
2018/2019,DE,Drill Team,0,0,0,0
2018/2019,DE,Equestrian,0,0,0,0
2018/2019,DE,Fencing,0,0,0,0
2018/2019,DE,Field Hockey,0,50,0,1483
2018/2019,DE,Figure Skating,0,0,0,0
2018/2019,DE,Flag Football,0,0,0,0
2018/2019,DE,Football -- 11-Player,45,6,2843,8
2018/2019,DE,Football -- 6-player,0,0,0,0
2018/2019,DE,Football -- 8-player,0,0,0,0
2018/2019,DE,Football -- 9-player,0,0,0,0
2018/2019,DE,Golf,44,32,334,161
2018/2019,DE,Gymnastics,0,0,0,0
2018/2019,DE,Heptathlon,0,0,0,0
2018/2019,DE,Ice Hockey,11,2,116,2
2018/2019,DE,Judo,0,0,0,0
2018/2019,DE,Kayaking,0,0,0,0
2018/2019,DE,Lacrosse,44,37,1545,981
2018/2019,DE,Martial Arts,0,0,0,0
2018/2019,DE,Mixed 6-Coed Volleyball,0,0,0,0
2018/2019,DE,Mt. Biking,0,0,0,0
2018/2019,DE,Native Youth Olympics,0,0,0,0
2018/2019,DE,Riflery,0,0,0,0
2018/2019,DE,Rock Climbing,0,0,0,0
2018/2019,DE,Rodeo,0,0,0,0
2018/2019,DE,Roller Hockey,0,0,0,0
2018/2019,DE,Rugby,2,0,85,0
2018/2019,DE,Rythmic Gymnastics,0,0,0,0
2018/2019,DE,Sailing,1,1,8,3
2018/2019,DE,Sand Volleyball,0,0,0,0
2018/2019,DE,Skiing -- Alpine,0,0,0,0
2018/2019,DE,Skiing -- Cross Country,0,0,0,0
2018/2019,DE,Snowboarding,0,0,0,0
2018/2019,DE,Soccer,54,48,2062,1526
2018/2019,DE,Softball -- Fast Pitch,0,46,0,1022
2018/2019,DE,Softball -- Slow Pitch,0,0,0,0
2018/2019,DE,Soft Tennis,0,0,0,0
2018/2019,DE,Squash,2,2,42,28
2018/2019,DE,Surfing,0,0,0,0
2018/2019,DE,Swimming & Diving,39,39,670,736
2018/2019,DE,Synchronized Swimming,0,0,0,0
2018/2019,DE,Team Tennis,0,0,0,0
2018/2019,DE,Tennis,34,36,485,552
2018/2019,DE,Track and Field -- Indoor,41,42,892,843
2018/2019,DE,Track and Field -- Outdoor,43,44,1399,1110
2018/2019,DE,Trap Shooting,0,0,0,0
2018/2019,DE,Ultimate Frisbee,0,0,0,0
2018/2019,DE,Unified Basketball,13,12,100,47
2018/2019,DE,Unified Flag Football,12,12,111,37
2018/2019,DE,Unified Track and Field -- Outdoor,11,11,56,51
2018/2019,DE,Volleyball,11,54,184,1526
2018/2019,DE,Water Polo,0,0,0,0
2018/2019,DE,Weight Lifting,0,0,0,0
2018/2019,DE,Wrestling,44,7,872,11
2018/2019,FL,Adapted Basketball,0,0,0,0
2018/2019,FL,Adapted Bocce - Indoor,0,0,0,0
2018/2019,FL,Adapted Bowling,0,0,0,0
2018/2019,FL,Adapted Floor Hockey,0,0,0,0
2018/2019,FL,Adapted Soccer,0,0,0,0
2018/2019,FL,Adapted Softball,0,0,0,0
2018/2019,FL,Adapted Track,10,12,20,25
2018/2019,FL,Adapted Volleyball,0,0,0,0
2018/2019,FL,Adaptive Corn Toss,0,0,0,0
2018/2019,FL,Adaptive Golf,0,0,0,0
2018/2019,FL,Adaptive Handball,0,0,0,0
2018/2019,FL,Adaptive Strength Training,0,0,0,0
2018/2019,FL,Adaptive Tennis,0,0,0,0
2018/2019,FL,Air Riflery,0,0,0,0
2018/2019,FL,Archery,0,0,0,0
2018/2019,FL,Badminton,0,0,0,0
2018/2019,FL,Baseball,635,0,20763,119
2018/2019,FL,Basketball,744,703,21652,13388
2018/2019,FL,Bass Fishing,0,0,0,0
2018/2019,FL,Beach Volleyball,0,0,0,0
2018/2019,FL,Bocce - Outdoor,0,0,0,0
2018/2019,FL,Bowling,186,212,1547,1712
2018/2019,FL,Canoe Paddling,0,0,0,0
2018/2019,FL,Competitive Spirit* (Boys who cheer/Girls who cheer),0,248,215,5865
2018/2019,FL,Crew,0,0,0,0
2018/2019,FL,Cross Country,597,593,8709,7563
2018/2019,FL,Cycling,0,0,0,0
2018/2019,FL,Dance,0,0,0,0
2018/2019,FL,Dance/Drill,0,0,0,0
2018/2019,FL,"Dance Team, High Kick",0,0,0,0
2018/2019,FL,"Dance Team, Jazz",0,0,0,0
2018/2019,FL,Decathlon,0,0,0,0
2018/2019,FL,Drill Team,0,0,0,0
2018/2019,FL,Equestrian,0,0,0,0
2018/2019,FL,Fencing,0,0,0,0
2018/2019,FL,Field Hockey,0,0,0,0
2018/2019,FL,Figure Skating,0,0,0,0
2018/2019,FL,Flag Football,0,278,0,7683
2018/2019,FL,Football -- 11-Player,594,0,40361,89
2018/2019,FL,Football -- 6-player,0,0,0,0
2018/2019,FL,Football -- 8-player,0,0,0,0
2018/2019,FL,Football -- 9-player,0,0,0,0
2018/2019,FL,Golf,509,455,4188,2561
2018/2019,FL,Gymnastics,0,0,0,0
2018/2019,FL,Heptathlon,0,0,0,0
2018/2019,FL,Ice Hockey,0,0,0,0
2018/2019,FL,Judo,0,0,0,0
2018/2019,FL,Kayaking,0,0,0,0
2018/2019,FL,Lacrosse,214,208,7477,6158
2018/2019,FL,Martial Arts,0,0,0,0
2018/2019,FL,Mixed 6-Coed Volleyball,0,0,0,0
2018/2019,FL,Mt. Biking,0,0,0,0
2018/2019,FL,Native Youth Olympics,0,0,0,0
2018/2019,FL,Riflery,0,0,0,0
2018/2019,FL,Rock Climbing,0,0,0,0
2018/2019,FL,Rodeo,0,0,0,0
2018/2019,FL,Roller Hockey,0,0,0,0
2018/2019,FL,Rugby,0,0,0,0
2018/2019,FL,Rythmic Gymnastics,0,0,0,0
2018/2019,FL,Sailing,0,0,0,0
2018/2019,FL,Sand Volleyball,0,0,0,0
2018/2019,FL,Skiing -- Alpine,0,0,0,0
2018/2019,FL,Skiing -- Cross Country,0,0,0,0
2018/2019,FL,Snowboarding,0,0,0,0
2018/2019,FL,Soccer,613,583,19923,17595
2018/2019,FL,Softball -- Fast Pitch,0,604,0,12666
2018/2019,FL,Softball -- Slow Pitch,0,0,0,0
2018/2019,FL,Soft Tennis,0,0,0,0
2018/2019,FL,Squash,0,0,0,0
2018/2019,FL,Surfing,0,0,0,0
2018/2019,FL,Swimming & Diving,457,459,7333,8603
2018/2019,FL,Synchronized Swimming,0,0,0,0
2018/2019,FL,Team Tennis,0,0,0,0
2018/2019,FL,Tennis,500,506,5226,5703
2018/2019,FL,Track and Field -- Indoor,0,0,0,0
2018/2019,FL,Track and Field -- Outdoor,644,637,18924,16804
2018/2019,FL,Trap Shooting,0,0,0,0
2018/2019,FL,Ultimate Frisbee,0,0,0,0
2018/2019,FL,Unified Flag Football,0,0,0,0
2018/2019,FL,Unified Track and Field -- Outdoor,0,0,0,0
2018/2019,FL,Volleyball,190,726,2784,20047
2018/2019,FL,Water Polo,78,78,1328,1307
2018/2019,FL,Weight Lifting,264,278,5416,6155
2018/2019,FL,Wrestling,395,0,7789,475
2018/2019,GA,Adapted Basketball,23,16,198,94
2018/2019,GA,Adapted Bocce - Indoor,0,0,0,0
2018/2019,GA,Adapted Bowling,0,0,0,0
2018/2019,GA,Adapted Floor Hockey,0,0,0,0
2018/2019,GA,Adapted Football,31,31,66,27
2018/2019,GA,Adapted Soccer,0,0,0,0
2018/2019,GA,Adapted Softball,0,0,0,0
2018/2019,GA,Adapted Track,20,15,201,98
2018/2019,GA,Adapted Volleyball,0,0,0,0
2018/2019,GA,Adaptive Corn Toss,0,0,0,0
2018/2019,GA,Adaptive Golf,0,0,0,0
2018/2019,GA,Adaptive Handball,32,31,66,23
2018/2019,GA,Adaptive Strength Training,0,0,0,0
2018/2019,GA,Adaptive Tennis,0,0,0,0
2018/2019,GA,Air Riflery,0,0,0,0
2018/2019,GA,Archery,0,0,0,0
2018/2019,GA,Badminton,0,0,0,0
2018/2019,GA,Baseball,435,15,12526,23
2018/2019,GA,Basketball,446,441,12593,8477
2018/2019,GA,Bass Fishing,0,0,0,0
2018/2019,GA,Beach Volleyball,0,0,0,0
2018/2019,GA,Bocce - Outdoor,0,0,0,0
2018/2019,GA,Bowling,0,0,0,0
2018/2019,GA,Canoe Paddling,0,0,0,0
2018/2019,GA,Competitive Spirit* (Boys who cheer/Girls who cheer),28,232,85,4819
2018/2019,GA,Crew,0,0,0,0
2018/2019,GA,Cross Country,422,407,8213,6316
2018/2019,GA,Cycling,0,0,0,0
2018/2019,GA,Dance,0,0,0,0
2018/2019,GA,Dance/Drill,0,0,0,0
2018/2019,GA,"Dance Team, High Kick",0,0,0,0
2018/2019,GA,"Dance Team, Jazz",0,0,0,0
2018/2019,GA,Decathlon,0,0,0,0
2018/2019,GA,Drill Team,0,0,0,0
2018/2019,GA,Equestrian,0,0,0,0
2018/2019,GA,Fencing,20,20,243,189
2018/2019,GA,Field Hockey,0,0,0,0
2018/2019,GA,Figure Skating,0,0,0,0
2018/2019,GA,Flag Football,0,0,0,0
2018/2019,GA,Football -- 11-Player,415,37,31904,56
2018/2019,GA,Football -- 6-player,0,0,0,0
2018/2019,GA,Football -- 8-player,0,0,0,0
2018/2019,GA,Football -- 9-player,0,0,0,0
2018/2019,GA,Golf,389,348,3084,1858
2018/2019,GA,Gymnastics,0,67,0,588
2018/2019,GA,Heptathlon,0,0,0,0
2018/2019,GA,Ice Hockey,0,0,0,0
2018/2019,GA,Judo,0,0,0,0
2018/2019,GA,Kayaking,0,0,0,0
2018/2019,GA,Lacrosse,115,112,4260,3632
2018/2019,GA,Martial Arts,0,0,0,0
2018/2019,GA,Mixed 6-Coed Volleyball,0,0,0,0
2018/2019,GA,Mt. Biking,0,0,0,0
2018/2019,GA,Native Youth Olympics,0,0,0,0
2018/2019,GA,Riflery,114,112,696,494
2018/2019,GA,Rock Climbing,0,0,0,0
2018/2019,GA,Rodeo,0,0,0,0
2018/2019,GA,Roller Hockey,0,0,0,0
2018/2019,GA,Rugby,0,0,0,0
2018/2019,GA,Rythmic Gymnastics,0,0,0,0
2018/2019,GA,Sailing,0,0,0,0
2018/2019,GA,Sand Volleyball,0,0,0,0
2018/2019,GA,Skiing -- Alpine,0,0,0,0
2018/2019,GA,Skiing -- Cross Country,0,0,0,0
2018/2019,GA,Snowboarding,0,0,0,0
2018/2019,GA,Soccer,398,400,11944,10430
2018/2019,GA,Softball -- Fast Pitch,0,407,0,7823
2018/2019,GA,Softball -- Slow Pitch,0,29,0,486
2018/2019,GA,Soft Tennis,0,0,0,0
2018/2019,GA,Squash,0,0,0,0
2018/2019,GA,Surfing,0,0,0,0
2018/2019,GA,Swimming & Diving,263,272,3987,4915
2018/2019,GA,Synchronized Swimming,0,0,0,0
2018/2019,GA,Team Tennis,392,398,4433,5126
2018/2019,GA,Tennis,0,0,0,0
2018/2019,GA,Track and Field -- Indoor,0,0,0,0
2018/2019,GA,Track and Field -- Outdoor,433,430,14366,11454
2018/2019,GA,Trap Shooting,0,0,0,0
2018/2019,GA,Ultimate Frisbee,0,0,0,0
2018/2019,GA,Unified Flag Football,0,0,0,0
2018/2019,GA,Unified Track and Field -- Outdoor,0,0,0,0
2018/2019,GA,Volleyball,0,357,0,8704
2018/2019,GA,Water Polo,0,0,0,0
2018/2019,GA,Weight Lifting,41,13,1928,607
2018/2019,GA,Wrestling,367,167,7943,427
2018/2019,HI,Adapted Basketball,0,0,0,0
2018/2019,HI,Adapted Bocce - Indoor,0,0,0,0
2018/2019,HI,Adapted Bowling,0,0,0,0
2018/2019,HI,Adapted Floor Hockey,0,0,0,0
2018/2019,HI,Adapted Football,0,0,0,0
2018/2019,HI,Adapted Soccer,0,0,0,0
2018/2019,HI,Adapted Softball,0,0,0,0
2018/2019,HI,Adapted Track,0,0,0,0
2018/2019,HI,Adapted Volleyball,0,0,0,0
2018/2019,HI,Adaptive Corn Toss,0,0,0,0
2018/2019,HI,Adaptive Golf,0,0,0,0
2018/2019,HI,Adaptive Handball,0,0,0,0
2018/2019,HI,Adaptive Strength Training,0,0,0,0
2018/2019,HI,Adaptive Tennis,0,0,0,0
2018/2019,HI,Air Riflery,46,47,525,468
2018/2019,HI,Archery,0,0,0,0
2018/2019,HI,Badminton,0,0,0,0
2018/2019,HI,Baseball,61,6,1669,11
2018/2019,HI,Basketball,68,66,1791,1286
2018/2019,HI,Bass Fishing,0,0,0,0
2018/2019,HI,Beach Volleyball,0,0,0,0
2018/2019,HI,Bocce - Outdoor,0,0,0,0
2018/2019,HI,Bowling,50,47,475,413
2018/2019,HI,Canoe Paddling,61,63,1335,1254
2018/2019,HI,Competitive Spirit* (Boys who cheer/Girls who cheer),0,48,0,805
2018/2019,HI,Crew,0,0,0,0
2018/2019,HI,Cross Country,68,64,1160,882
2018/2019,HI,Cycling,0,0,0,0
2018/2019,HI,Dance,0,0,0,0
2018/2019,HI,Dance/Drill,0,0,0,0
2018/2019,HI,"Dance Team, High Kick",0,0,0,0
2018/2019,HI,"Dance Team, Jazz",0,0,0,0
2018/2019,HI,Decathlon,0,0,0,0
2018/2019,HI,Drill Team,0,0,0,0
2018/2019,HI,Equestrian,0,0,0,0
2018/2019,HI,Fencing,0,0,0,0
2018/2019,HI,Field Hockey,0,0,0,0
2018/2019,HI,Figure Skating,0,0,0,0
2018/2019,HI,Flag Football,0,0,0,0
2018/2019,HI,Football -- 11-Player,54,16,4310,24
2018/2019,HI,Football -- 6-player,0,0,0,0
2018/2019,HI,Football -- 8-player,7,1,134,1
2018/2019,HI,Football -- 9-player,0,0,0,0
2018/2019,HI,Golf,52,50,354,270
2018/2019,HI,Gymnastics,0,0,0,0
2018/2019,HI,Heptathlon,0,0,0,0
2018/2019,HI,Ice Hockey,0,0,0,0
2018/2019,HI,Judo,46,41,755,543
2018/2019,HI,Kayaking,11,8,92,110
2018/2019,HI,Lacrosse,0,0,0,0
2018/2019,HI,Martial Arts,0,0,0,0
2018/2019,HI,Mixed 6-Coed Volleyball,0,0,0,0
2018/2019,HI,Mt. Biking,0,0,0,0
2018/2019,HI,Native Youth Olympics,0,0,0,0
2018/2019,HI,Riflery,0,0,0,0
2018/2019,HI,Rock Climbing,0,0,0,0
2018/2019,HI,Rodeo,0,0,0,0
2018/2019,HI,Roller Hockey,0,0,0,0
2018/2019,HI,Rugby,0,0,0,0
2018/2019,HI,Rythmic Gymnastics,0,0,0,0
2018/2019,HI,Sailing,0,0,0,0
2018/2019,HI,Sand Volleyball,0,0,0,0
2018/2019,HI,Skiing -- Alpine,0,0,0,0
2018/2019,HI,Skiing -- Cross Country,0,0,0,0
2018/2019,HI,Snowboarding,0,0,0,0
2018/2019,HI,Soccer,61,57,1706,1544
2018/2019,HI,Softball -- Fast Pitch,0,56,0,1263
2018/2019,HI,Softball -- Slow Pitch,0,0,0,0
2018/2019,HI,Soft Tennis,12,14,125,166
2018/2019,HI,Squash,0,0,0,0
2018/2019,HI,Surfing,7,5,54,22
2018/2019,HI,Swimming & Diving,57,61,663,902
2018/2019,HI,Synchronized Swimming,0,0,0,0
2018/2019,HI,Team Tennis,0,0,0,0
2018/2019,HI,Tennis,58,58,583,866
2018/2019,HI,Track and Field -- Indoor,0,0,0,0
2018/2019,HI,Track and Field -- Outdoor,65,66,2081,1653
2018/2019,HI,Trap Shooting,0,0,0,0
2018/2019,HI,Ultimate Frisbee,0,0,0,0
2018/2019,HI,Unified Basketball,0,0,0,0
2018/2019,HI,Unified Flag Football,0,0,0,0
2018/2019,HI,Unified Track and Field -- Outdoor,6,6,32,32
2018/2019,HI,Volleyball,64,71,1516,1926
2018/2019,HI,Water Polo,7,40,143,625
2018/2019,HI,Weight Lifting,0,0,0,0
2018/2019,HI,Wrestling,58,55,1113,620
2018/2019,ID,Adapted Basketball,0,0,0,0
2018/2019,ID,Adapted Bocce - Indoor,0,0,0,0
2018/2019,ID,Adapted Bowling,0,0,0,0
2018/2019,ID,Adapted Floor Hockey,0,0,0,0
2018/2019,ID,Adapted Soccer,0,0,0,0
2018/2019,ID,Adapted Softball,0,0,0,0
2018/2019,ID,Adapted Track,0,0,0,0
2018/2019,ID,Adapted Volleyball,0,0,0,0
2018/2019,ID,Adaptive Corn Toss,0,0,0,0
2018/2019,ID,Adaptive Golf,0,0,0,0
2018/2019,ID,Adaptive Handball,0,0,0,0
2018/2019,ID,Adaptive Strength Training,0,0,0,0
2018/2019,ID,Adaptive Tennis,0,0,0,0
2018/2019,ID,Air Riflery,0,0,0,0
2018/2019,ID,Archery,0,0,0,0
2018/2019,ID,Badminton,0,0,0,0
2018/2019,ID,Baseball,111,0,2614,0
2018/2019,ID,Basketball,155,154,3831,3346
2018/2019,ID,Bass Fishing,0,0,0,0
2018/2019,ID,Beach Volleyball,0,0,0,0
2018/2019,ID,Bocce - Outdoor,0,0,0,0
2018/2019,ID,Bowling,0,0,0,0
2018/2019,ID,Canoe Paddling,0,0,0,0
2018/2019,ID,Competitive Spirit* (Boys who cheer/Girls who cheer),48,87,141,1726
2018/2019,ID,Crew,0,0,0,0
2018/2019,ID,Cross Country,115,113,1998,1448
2018/2019,ID,Cycling,0,0,0,0
2018/2019,ID,Dance,0,0,0,0
2018/2019,ID,Dance/Drill,0,0,0,0
2018/2019,ID,"Dance Team, High Kick",0,0,0,0
2018/2019,ID,"Dance Team, Jazz",0,0,0,0
2018/2019,ID,Decathlon,0,0,0,0
2018/2019,ID,Drill Team,0,0,0,0
2018/2019,ID,Equestrian,0,0,0,0
2018/2019,ID,Fencing,0,0,0,0
2018/2019,ID,Field Hockey,0,0,0,0
2018/2019,ID,Figure Skating,0,0,0,0
2018/2019,ID,Flag Football,0,0,0,0
2018/2019,ID,Football -- 11-Player,88,16,6482,18
2018/2019,ID,Football -- 6-player,0,0,0,0
2018/2019,ID,Football -- 8-player,49,1,961,1
2018/2019,ID,Football -- 9-player,0,0,0,0
2018/2019,ID,Golf,102,92,1061,645
2018/2019,ID,Gymnastics,0,0,0,0
2018/2019,ID,Heptathlon,0,0,0,0
2018/2019,ID,Ice Hockey,0,0,0,0
2018/2019,ID,Judo,0,0,0,0
2018/2019,ID,Kayaking,0,0,0,0
2018/2019,ID,Lacrosse,0,0,0,0
2018/2019,ID,Martial Arts,0,0,0,0
2018/2019,ID,Mixed 6-Coed Volleyball,0,0,0,0
2018/2019,ID,Mt. Biking,0,0,0,0
2018/2019,ID,Native Youth Olympics,0,0,0,0
2018/2019,ID,Riflery,0,0,0,0
2018/2019,ID,Rock Climbing,0,0,0,0
2018/2019,ID,Rodeo,0,0,0,0
2018/2019,ID,Roller Hockey,0,0,0,0
2018/2019,ID,Rugby,0,0,0,0
